Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,FET Type,Technology,Drain to Source Voltage (Vdss),Current - Continuous Drain (Id) @ 25°C,"Drive Voltage (Max Rds On, Min Rds On)","Rds On (Max) @ Id, Vgs",Vgs(th) (Max) @ Id,Gate Charge (Qg) (Max) @ Vgs,Vgs (Max),Input Capacitance (Ciss) (Max) @ Vds,FET Feature,Power Dissipation (Max),Operating Temperature,Grade,Qualification,Mounting Type,Supplier Device Package,Package /Case
https://www.diodes.com/assets/Datasheets/DMP2120U.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DMP2120U-7DITR-ND,DMP2120U-7DICT-ND,DMP2120U-7DIDKR-ND",DMP2120U-7,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 20V 3.8A SOT23,"2,46,136",20.54,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,3.8A (Ta),"1.8V, 4.5V","62mOhm @ 4.2A, 4.5V",1V @ 250µA,6.3 nC @ 4.5 V,±8V,487 pF @ 20 V,-,800mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/DMP21D0UT.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5734/31%7ESOT523%7E%7E3.jpg,"DMP21D0UT-7DITR-ND,DMP21D0UT-7DICT-ND,DMP21D0UT-7DIDKR-ND",DMP21D0UT-7,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 20V 590MA SOT523,"1,93,683",20.54,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,590mA (Ta),"1.8V, 4.5V","495mOhm @ 400mA, 4.5V",700mV @ 250µA (Typ),1.54 nC @ 8 V,±8V,80 pF @ 10 V,-,240mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-523,SOT-523
https://assets.nexperia.com/documents/data-sheet/BSS123.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT23-3%7E%7E3.jpg,"1727-4246-2-ND,1727-4246-1-ND,1727-4246-6-ND","BSS123,215",Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 100V 150MA TO236AB,"1,44,966",20.54,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchMOS™,Not For New Designs,N-Channel,MOSFET (Metal Oxide),100 V,150mA (Ta),10V,"6Ohm @ 120mA, 10V",2.8V @ 1mA,-,±20V,40 pF @ 25 V,-,250mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,TO-236AB,"TO-236-3, SC-59, SOT-23-3"
https://toshiba.semicon-storage.com/info/docget.jsp?did=29855&prodName=SSM3K35CTC,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6257/264%7ECST3C%7E%7E3.jpg,"SSM3K35CTCL3FTR-ND,SSM3K35CTCL3FCT-ND,SSM3K35CTCL3FDKR-ND","SSM3K35CTC,L3F",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,MOSFET N-CH 20V 250MA CST3C,"1,28,700",20.54,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",U-MOSIII,Active,N-Channel,MOSFET (Metal Oxide),20 V,250mA (Ta),"1.2V, 4.5V","1.1Ohm @ 150mA, 4.5V",1V @ 100µA,0.34 nC @ 4.5 V,±10V,36 pF @ 10 V,-,500mW (Ta),150°C (TJ),-,-,Surface Mount,CST3C,"SC-101, SOT-883"
https://www.diodes.com/assets/Datasheets/DMP2045U.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DMP2045U-7DITR-ND,DMP2045U-7DICT-ND,DMP2045U-7DIDKR-ND",DMP2045U-7,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 20V 4.3A SOT23,"82,275",20.54,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,4.3A (Ta),"1.8V, 4.5V","45mOhm @ 4A, 4.5V",1V @ 250µA,6.8 nC @ 4.5 V,±8V,634 pF @ 10 V,-,800mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/BSS84W.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4905/31%7ESOT323%7E%7E3.JPG,"BSS84W-FDITR-ND,BSS84W-FDICT-ND,BSS84W-FDIDKR-ND",BSS84W-7-F,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 50V 130MA SOT323,"1,94,310",21.4,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),50 V,130mA (Ta),5V,"10Ohm @ 100mA, 5V",2V @ 1mA,-,±20V,45 pF @ 25 V,-,200mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-323,"SC-70, SOT-323"
https://www.diodes.com/assets/Datasheets/DMG2301L.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DMG2301L-7DITR-ND,DMG2301L-7DICT-ND,DMG2301L-7DIDKR-ND",DMG2301L-7,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 20V 3A SOT23,"1,00,328",21.4,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,3A (Ta),"2.5V, 4.5V","120mOhm @ 2.8A, 4.5V",1.2V @ 250µA,5.5 nC @ 4.5 V,±8V,476 pF @ 10 V,-,1.5W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://assets.nexperia.com/documents/data-sheet/BSN20BK.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT23-3%7E%7E3.jpg,"1727-2341-2-ND,1727-2341-1-ND,1727-2341-6-ND",BSN20BKR,Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 60V 265MA TO236AB,"40,796",21.4,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,265mA (Ta),10V,"2.8Ohm @ 200mA, 10V",1.4V @ 250µA,0.49 nC @ 4.5 V,±20V,20.2 pF @ 30 V,-,310mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,TO-236AB,"TO-236-3, SC-59, SOT-23-3"
https://assets.nexperia.com/documents/data-sheet/PMV37ENEA.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT23-3%7E%7E3.jpg,"1727-8589-2-ND,1727-8589-1-ND,1727-8589-6-ND",PMV37ENEAR,Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 60V 3.5A TO236AB,"38,432",21.4,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,3.5A (Ta),"4.5V, 10V","49mOhm @ 3.5A, 10V",2.7V @ 250µA,13 nC @ 10 V,±20V,450 pF @ 30 V,-,"710mW (Ta), 8.3W (Tc)",-55°C ~ 175°C (TJ),Automotive,AEC-Q101,Surface Mount,TO-236AB,"TO-236-3, SC-59, SOT-23-3"
https://www.onsemi.com/pdf/datasheet/bss123lt1-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg,"BSS123LT1GOSTR-ND,BSS123LT1GOSCT-ND,BSS123LT1GOSDKR-ND",BSS123LT1G,onsemi,onsemi,MOSFET N-CH 100V 170MA SOT23-3,"68,838",22.25,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),100 V,170mA (Ta),10V,"6Ohm @ 100mA, 10V",2.6V @ 1mA,-,±20V,20 pF @ 25 V,-,225mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
https://www.vishay.com/docs/71333/2n7002k.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5479%7EDS%2CE%2CK%7E3.jpg,"2N7002K-T1-GE3TR-ND,2N7002K-T1-GE3CT-ND,2N7002K-T1-GE3DKR-ND",2N7002K-T1-GE3,Vishay Siliconix,Vishay Siliconix,MOSFET N-CH 60V 300MA TO236,"4,47,309",23.11,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET®,Active,N-Channel,MOSFET (Metal Oxide),60 V,300mA (Ta),"4.5V, 10V","2Ohm @ 500mA, 10V",2.5V @ 250µA,0.6 nC @ 4.5 V,±20V,30 pF @ 25 V,-,350mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/DMG1012UW.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4905/31%7ESOT323%7E%7E3.JPG,"DMG1012UW-7DITR-ND,DMG1012UW-7DICT-ND,DMG1012UW-7DIDKR-ND",DMG1012UW-7,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 20V 1A SOT323,"3,85,860",23.11,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),20 V,1A (Ta),"1.8V, 4.5V","450mOhm @ 600mA, 4.5V",1V @ 250µA,0.74 nC @ 4.5 V,±6V,60.67 pF @ 16 V,-,290mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-323,"SC-70, SOT-323"
https://www.diodes.com/assets/Datasheets/DMP3099L.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DMP3099L-7DITR-ND,DMP3099L-7DICT-ND,DMP3099L-7DIDKR-ND",DMP3099L-7,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 30V 3.8A SOT23,"3,40,977",23.11,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),30 V,3.8A (Ta),"4.5V, 10V","65mOhm @ 3.8A, 10V",2.1V @ 250µA,5.2 nC @ 4.5 V,±20V,563 pF @ 25 V,-,1.08W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://assets.nexperia.com/documents/data-sheet/BSS138BK.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT23-3%7E%7E3.jpg,"1727-1141-2-ND,1727-1141-1-ND,1727-1141-6-ND","BSS138BK,215",Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 60V 360MA TO236AB,"3,38,655",23.11,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchMOS™,Active,N-Channel,MOSFET (Metal Oxide),60 V,360mA (Ta),10V,"1.6Ohm @ 350mA, 10V",1.6V @ 250µA,0.7 nC @ 4.5 V,±20V,56 pF @ 10 V,-,"350mW (Ta), 1.14W (Tc)",-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,TO-236AB,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/BSS123WQ.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4905/31%7ESOT323%7E%7E3.JPG,"BSS123WQ-7-FDITR-ND,BSS123WQ-7-FDICT-ND,BSS123WQ-7-FDIDKR-ND",BSS123WQ-7-F,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 100V 170MA SOT323,"2,79,100",23.11,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),100 V,170mA (Ta),"4.5V, 10V","6Ohm @ 170mA, 10V",2V @ 1mA,-,±20V,60 pF @ 25 V,-,200mW (Ta),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,SOT-323,"SC-70, SOT-323"
https://www.onsemi.com/pdf/datasheet/ntr4003n-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg,"NTR4003NT1GOSTR-ND,NTR4003NT1GOSCT-ND,NTR4003NT1GOSDKR-ND",NTR4003NT1G,onsemi,onsemi,MOSFET N-CH 30V 500MA SOT23-3,"2,08,908",23.11,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),30 V,500mA (Ta),"2.5V, 4V","1.5Ohm @ 10mA, 4V",1.4V @ 250µA,1.15 nC @ 5 V,±20V,21 pF @ 5 V,-,690mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/630/DMN2400UFB4.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4899/31%7EX2-DFN1006-3%7E%7E3.JPG,"DMN2400UFB4-7DITR-ND,DMN2400UFB4-7DICT-ND,DMN2400UFB4-7DIDKR-ND",DMN2400UFB4-7,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 20V 750MA 3DFN,"44,973",23.11,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Not For New Designs,N-Channel,MOSFET (Metal Oxide),20 V,750mA (Ta),"1.8V, 4.5V","550mOhm @ 600mA, 4.5V",900mV @ 250µA,0.5 nC @ 4.5 V,±12V,36 pF @ 16 V,-,470mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,X2-DFN1006-3,3-XFDFN
https://www.infineon.com/dgdl/Infineon-BSS123N-DS-v02_03-en.pdf?fileId=db3a304335f1f4b6013639adfaaa1631,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6191/448%7EPPG-SOT23%7E%7E3.jpg,"BSS123NH6327XTSA1TR-ND,BSS123NH6327XTSA1CT-ND,BSS123NH6327XTSA1DKR-ND",BSS123NH6327XTSA1,Infineon Technologies,Infineon Technologies,MOSFET N-CH 100V 190MA SOT23-3,"1,22,254",23.96,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",OptiMOS™,Active,N-Channel,MOSFET (Metal Oxide),100 V,190mA (Ta),"4.5V, 10V","6Ohm @ 190mA, 10V",1.8V @ 13µA,0.9 nC @ 10 V,±20V,20.9 pF @ 25 V,-,500mW (Ta),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,PG-SOT23,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/DMG2305UX.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DMG2305UX-13DITR-ND,DMG2305UX-13DICT-ND,DMG2305UX-13DIDKR-ND",DMG2305UX-13,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 20V 4.2A SOT23,"1,16,496",23.96,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,4.2A (Ta),"1.8V, 4.5V","52mOhm @ 4.2A, 4.5V",900mV @ 250µA,10.2 nC @ 4.5 V,±8V,808 pF @ 15 V,-,1.4W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.onsemi.com/pdf/datasheet/bss138lt1-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg,"BSS138LT1GOSTR-ND,BSS138LT1GOSCT-ND,BSS138LT1GOSDKR-ND",BSS138LT1G,onsemi,onsemi,MOSFET N-CH 50V 200MA SOT23-3,"56,576",23.96,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),50 V,200mA (Ta),5V,"3.5Ohm @ 200mA, 5V",1.5V @ 1mA,-,±20V,50 pF @ 25 V,-,225mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/DMN62D1LFB.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4899/31%7EX2-DFN1006-3%7E%7E3.JPG,"DMN62D1LFB-7BDITR-ND,DMN62D1LFB-7BDICT-ND,DMN62D1LFB-7BDIDKR-ND",DMN62D1LFB-7B,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 60V 320MA 3DFN,"41,961",23.96,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,320mA (Ta),"1.5V, 4V","2Ohm @ 100mA, 4V",1V @ 250µA,0.9 nC @ 4.5 V,±20V,64 pF @ 25 V,-,500mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,X1-DFN1006-3,3-UFDFN
https://www.diodes.com/assets/Datasheets/ds30933.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DMP2004KDITR-ND,DMP2004KDICT-ND,DMP2004KDIDKR-ND",DMP2004K-7,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 20V 600MA SOT23-3,"8,12,016",24.82,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,600mA (Ta),"1.8V, 4.5V","900mOhm @ 430mA, 4.5V",1V @ 250µA,-,±8V,175 pF @ 16 V,-,550mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://assets.nexperia.com/documents/data-sheet/BSH105.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT23-3%7E%7E3.jpg,"1727-4924-2-ND,1727-4924-1-ND,1727-4924-6-ND","BSH105,215",Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 20V 1.05A TO236AB,"3,35,268",24.82,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Not For New Designs,N-Channel,MOSFET (Metal Oxide),20 V,1.05A (Ta),"1.8V, 4.5V","200mOhm @ 600mA, 4.5V",570mV @ 1mA (Typ),3.9 nC @ 4.5 V,±8V,152 pF @ 16 V,-,417mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,TO-236AB,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/DMG7430LFG.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6295/31%7EPOWERDI3333-8%7E%7E8.jpg,"DMG7430LFG-7DITR-ND,DMG7430LFG-7DICT-ND,DMG7430LFG-7DIDKR-ND",DMG7430LFG-7,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 30V 10.5A PWRDI3333,"3,053",24.82,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),30 V,10.5A (Ta),"4.5V, 10V","11mOhm @ 20A, 10V",2.5V @ 250µA,26.7 nC @ 10 V,±20V,1281 pF @ 15 V,-,900mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,POWERDI3333-8,8-PowerVDFN
https://www.diodes.com/assets/Datasheets/ds31963.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4899/31%7EX2-DFN1006-3%7E%7E3.JPG,"DMN2400UFB-7DITR-ND,DMN2400UFB-7DICT-ND,DMN2400UFB-7DIDKR-ND",DMN2400UFB-7,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 20V 750MA 3DFN,"5,64,113",25.67,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),20 V,750mA (Ta),"1.8V, 4.5V","550mOhm @ 600mA, 4.5V",900mV @ 250µA,0.5 nC @ 4.5 V,±12V,36 pF @ 16 V,-,470mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,X1-DFN1006-3,3-UFDFN
https://www.onsemi.com/download/data-sheet/pdf/2n7002k-fsc-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg,"2N7002KTR-ND,2N7002KCT-ND,2N7002KDKR-ND",2N7002K,onsemi,onsemi,MOSFET N-CH 60V 320MA SOT23,"2,15,399",25.67,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,320mA (Ta),"4.5V, 10V","1.6Ohm @ 500mA, 10V",2.3V @ 250µA,0.7 nC @ 4.5 V,±20V,24.5 pF @ 20 V,-,300mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
https://www.rohm.com/datasheet?p=RUM001L02&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/846%7EVMT3%7EM%7E3.jpg,"RUM001L02T2CLTR-ND,RUM001L02T2CLCT-ND,RUM001L02T2CLDKR-ND",RUM001L02T2CL,Rohm Semiconductor,Rohm Semiconductor,MOSFET N-CH 20V 100MA VMT3,"1,10,432",25.67,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),20 V,100mA (Ta),"1.2V, 4.5V","3.5Ohm @ 100mA, 4.5V",1V @ 100µA,-,±8V,7.1 pF @ 10 V,-,150mW (Ta),150°C (TJ),-,-,Surface Mount,VMT3,SOT-723
https://www.diodes.com/assets/Datasheets/DMG2302UK.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DMG2302UK-7DITR-ND,DMG2302UK-7DICT-ND,DMG2302UK-7DIDKR-ND",DMG2302UK-7,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 20V 2.8A SOT23,"71,922",25.67,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),20 V,2.8A (Ta),"2.5V, 4.5V","90mOhm @ 3.6A, 4.5V",1V @ 250µA,2.8 nC @ 10 V,±12V,130 pF @ 10 V,-,660mW (Ta),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.rohm.com/datasheet?p=RZM002P02&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/846%7EVMT3%7EM%7E3.jpg,"RZM002P02T2LTR-ND,RZM002P02T2LCT-ND,RZM002P02T2LDKR-ND",RZM002P02T2L,Rohm Semiconductor,Rohm Semiconductor,MOSFET P-CH 20V 200MA VMT3,"50,918",25.67,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,200mA (Ta),"1.2V, 4.5V","1.2Ohm @ 200mA, 4.5V",1V @ 100µA,1.4 nC @ 4.5 V,±10V,115 pF @ 10 V,-,150mW (Ta),150°C (TJ),-,-,Surface Mount,VMT3,SOT-723
https://www.infineon.com/dgdl/Infineon-BSS816NW-DS-v02_03-en.pdf?fileId=db3a304335113a6301351e704a2e1332,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6182/448%7EPPG-SOT323%7E%7E3.jpg,"BSS816NWH6327XTSA1TR-ND,BSS816NWH6327XTSA1CT-ND,BSS816NWH6327XTSA1DKR-ND",BSS816NWH6327XTSA1,Infineon Technologies,Infineon Technologies,MOSFET N-CH 20V 1.4A SOT323-3,"24,608",25.67,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",OptiMOS™,Active,N-Channel,MOSFET (Metal Oxide),20 V,1.4A (Ta),"1.8V, 2.5V","160mOhm @ 1.4A, 2.5V",750mV @ 3.7µA,0.6 nC @ 2.5 V,±8V,180 pF @ 10 V,-,500mW (Ta),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,PG-SOT323,"SC-70, SOT-323"
https://toshiba.semicon-storage.com/info/docget.jsp?did=13419&prodName=SSM3K56FS,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6349/264%7E2-2H1S%7E%7E3.jpg,"264-SSM3K56FS,LFTR-ND,264-SSM3K56FS,LFCT-ND,264-SSM3K56FS,LFDKR-ND","SSM3K56FS,LF",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,MOSFET N-CH 20V 800MA SSM,"56,31,322",26.53,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",U-MOSVII-H,Active,N-Channel,MOSFET (Metal Oxide),20 V,800mA (Ta),"1.5V, 4.5V","235mOhm @ 800mA, 4.5V",1V @ 1mA,1 nC @ 4.5 V,±8V,55 pF @ 10 V,-,150mW (Ta),150°C (TJ),-,-,Surface Mount,SSM,"SC-75, SOT-416"
https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcsd15380f3,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2182/CSDxxxxxF3x.jpg,"296-44373-2-ND,296-44373-1-ND,296-44373-6-ND",CSD15380F3,Texas Instruments,Texas Instruments,MOSFET N-CH 20V 500MA 3PICOSTAR,"46,955",26.53,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",FemtoFET™,Active,N-Channel,MOSFET (Metal Oxide),20 V,500mA (Ta),"2.8V, 8V","1190mOhm @ 100mA, 8V",1.35V @ 2.5µA,0.281 nC @ 10 V,10V,10.5 pF @ 10 V,-,500mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,3-PICOSTAR,3-XFDFN
https://www.rohm.com/datasheet?p=RUM002N02&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/846%7EVMT3%7EM%7E3.jpg,"RUM002N02T2LTR-ND,RUM002N02T2LCT-ND,RUM002N02T2LDKR-ND",RUM002N02T2L,Rohm Semiconductor,Rohm Semiconductor,MOSFET N-CH 20V 200MA VMT3,"5,06,337",27.39,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),20 V,200mA (Ta),"1.2V, 2.5V","1.2Ohm @ 200mA, 2.5V",1V @ 1mA,-,±8V,25 pF @ 10 V,-,150mW (Ta),150°C (TJ),-,-,Surface Mount,VMT3,SOT-723
